aciertos,errores,tiempo_promedio,intentos,score,grado,operacion_recomendada,descripcion
8,2,58.55,3,-16.275,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,10.8,4,-15.4,1,suma,"Bajo desempeño en suma, reforzar bases."
12,16,24.52,3,-12.26,1,suma,"Bajo desempeño en suma, reforzar bases."
7,12,43.88,4,-25.94,1,suma,"Bajo desempeño en suma, reforzar bases."
12,17,24.87,5,-13.935,1,suma,"Bajo desempeño en suma, reforzar bases."
9,14,55.15,3,-30.575,1,suma,"Bajo desempeño en suma, reforzar bases."
6,0,17.94,1,3.0299999999999994,3,resta,"Desempeño regular en resta, practicar más."
0,12,52.87,2,-44.435,1,suma,"Bajo desempeño en suma, reforzar bases."
4,8,52.28,3,-30.14,1,suma,"Bajo desempeño en suma, reforzar bases."
1,19,38.59,1,-45.795,1,suma,"Bajo desempeño en suma, reforzar bases."
0,15,36.42,3,-40.71,1,suma,"Bajo desempeño en suma, reforzar bases."
2,10,14.23,2,-18.115000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
1,6,37.98,2,-25.99,1,suma,"Bajo desempeño en suma, reforzar bases."
16,11,30.21,2,0.3949999999999996,3,resta,"Desempeño regular en resta, practicar más."
2,7,42.16,1,-27.58,1,suma,"Bajo desempeño en suma, reforzar bases."
15,18,40.76,4,-17.38,1,suma,"Bajo desempeño en suma, reforzar bases."
10,17,34.03,4,-22.515,1,suma,"Bajo desempeño en suma, reforzar bases."
4,20,44.81,1,-44.405,1,suma,"Bajo desempeño en suma, reforzar bases."
11,16,36.37,1,-20.185,1,suma,"Bajo desempeño en suma, reforzar bases."
5,16,37.13,4,-32.565,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,53.67,1,-36.835,1,suma,"Bajo desempeño en suma, reforzar bases."
0,3,21.56,1,-15.28,1,suma,"Bajo desempeño en suma, reforzar bases."
13,14,38.72,2,-14.36,1,suma,"Bajo desempeño en suma, reforzar bases."
11,0,41.12,2,1.4400000000000013,3,resta,"Desempeño regular en resta, practicar más."
8,2,45.01,4,-9.504999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
20,11,50.77,5,-1.8850000000000016,2,suma,"Bajo desempeño en suma, reforzar bases."
17,0,6.06,1,30.97,6,division,"Excelente desempeño en division, puede avanzar."
16,16,37.17,3,-10.585,1,suma,"Bajo desempeño en suma, reforzar bases."
8,20,49.08,1,-38.54,1,suma,"Bajo desempeño en suma, reforzar bases."
3,19,35.79,4,-40.394999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
5,12,36.34,5,-26.17,1,suma,"Bajo desempeño en suma, reforzar bases."
9,5,6.59,2,7.205,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
7,11,31.94,3,-18.47,1,suma,"Bajo desempeño en suma, reforzar bases."
3,12,26.39,1,-25.195,1,suma,"Bajo desempeño en suma, reforzar bases."
1,16,33.0,2,-38.5,1,suma,"Bajo desempeño en suma, reforzar bases."
13,20,36.06,3,-22.03,1,suma,"Bajo desempeño en suma, reforzar bases."
13,20,8.66,5,-8.33,1,suma,"Bajo desempeño en suma, reforzar bases."
16,13,36.58,1,-5.789999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
1,17,6.47,1,-26.735,1,suma,"Bajo desempeño en suma, reforzar bases."
1,12,10.31,4,-21.155,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,21.85,3,-20.925,1,suma,"Bajo desempeño en suma, reforzar bases."
18,6,7.68,5,23.16,6,division,"Excelente desempeño en division, puede avanzar."
16,3,44.44,2,5.280000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
4,19,47.6,3,-44.3,1,suma,"Bajo desempeño en suma, reforzar bases."
7,12,39.2,4,-23.6,1,suma,"Bajo desempeño en suma, reforzar bases."
7,6,42.98,2,-16.49,1,suma,"Bajo desempeño en suma, reforzar bases."
3,3,32.69,4,-14.844999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
9,12,17.26,2,-8.63,1,suma,"Bajo desempeño en suma, reforzar bases."
5,6,44.85,3,-21.425,1,suma,"Bajo desempeño en suma, reforzar bases."
14,1,12.61,4,20.195,6,division,"Excelente desempeño en division, puede avanzar."
12,3,10.46,3,14.27,5,division,"Excelente desempeño en division, puede avanzar."
6,15,34.68,5,-27.84,1,suma,"Bajo desempeño en suma, reforzar bases."
8,18,8.06,5,-15.030000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
1,19,49.07,2,-51.035,1,suma,"Bajo desempeño en suma, reforzar bases."
1,13,27.05,5,-31.025,1,suma,"Bajo desempeño en suma, reforzar bases."
1,13,50.28,3,-42.64,1,suma,"Bajo desempeño en suma, reforzar bases."
18,0,36.95,4,17.525,6,division,"Excelente desempeño en division, puede avanzar."
7,8,25.25,2,-10.625,1,suma,"Bajo desempeño en suma, reforzar bases."
2,17,13.11,5,-28.055,1,suma,"Bajo desempeño en suma, reforzar bases."
14,14,22.44,3,-4.220000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
20,8,30.11,1,12.945,5,division,"Excelente desempeño en division, puede avanzar."
13,10,32.91,4,-5.454999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
7,4,47.68,1,-15.84,1,suma,"Bajo desempeño en suma, reforzar bases."
8,10,5.23,5,-1.6150000000000002,2,suma,"Bajo desempeño en suma, reforzar bases."
9,4,51.03,5,-13.515,1,suma,"Bajo desempeño en suma, reforzar bases."
14,17,14.9,3,-4.95,2,suma,"Bajo desempeño en suma, reforzar bases."
7,7,47.98,5,-20.49,1,suma,"Bajo desempeño en suma, reforzar bases."
15,19,45.6,3,-21.3,1,suma,"Bajo desempeño en suma, reforzar bases."
0,17,7.74,2,-29.37,1,suma,"Bajo desempeño en suma, reforzar bases."
19,10,25.79,2,10.105,5,division,"Excelente desempeño en division, puede avanzar."
0,5,27.22,5,-21.11,1,suma,"Bajo desempeño en suma, reforzar bases."
9,16,29.6,1,-20.8,1,suma,"Bajo desempeño en suma, reforzar bases."
8,7,13.83,2,-1.415,2,suma,"Bajo desempeño en suma, reforzar bases."
12,2,7.63,1,17.185,6,division,"Excelente desempeño en division, puede avanzar."
8,16,46.59,3,-31.295,1,suma,"Bajo desempeño en suma, reforzar bases."
6,3,57.65,5,-21.325,1,suma,"Bajo desempeño en suma, reforzar bases."
0,1,52.37,2,-27.685,1,suma,"Bajo desempeño en suma, reforzar bases."
14,4,36.72,1,3.6400000000000006,3,resta,"Desempeño regular en resta, practicar más."
10,13,37.82,4,-18.41,1,suma,"Bajo desempeño en suma, reforzar bases."
18,8,58.51,5,-5.254999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
3,14,42.59,3,-36.295,1,suma,"Bajo desempeño en suma, reforzar bases."
14,19,13.01,2,-7.005,1,suma,"Bajo desempeño en suma, reforzar bases."
19,0,23.89,1,26.055,6,division,"Excelente desempeño en division, puede avanzar."
6,5,11.43,4,-1.2149999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
13,6,28.48,4,2.76,3,resta,"Desempeño regular en resta, practicar más."
11,15,50.58,5,-25.79,1,suma,"Bajo desempeño en suma, reforzar bases."
2,5,22.52,3,-14.76,1,suma,"Bajo desempeño en suma, reforzar bases."
11,18,41.9,5,-25.95,1,suma,"Bajo desempeño en suma, reforzar bases."
5,14,26.33,1,-24.165,1,suma,"Bajo desempeño en suma, reforzar bases."
4,16,58.53,2,-45.265,1,suma,"Bajo desempeño en suma, reforzar bases."
13,20,59.47,3,-33.735,1,suma,"Bajo desempeño en suma, reforzar bases."
11,3,56.06,3,-10.530000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
17,13,32.39,1,-1.6950000000000003,2,suma,"Bajo desempeño en suma, reforzar bases."
16,9,57.78,4,-10.39,1,suma,"Bajo desempeño en suma, reforzar bases."
14,6,46.34,1,-4.170000000000002,2,suma,"Bajo desempeño en suma, reforzar bases."
6,6,23.09,1,-8.545,1,suma,"Bajo desempeño en suma, reforzar bases."
7,19,41.98,1,-35.489999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
8,13,42.83,2,-24.915,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,28.18,2,-24.09,1,suma,"Bajo desempeño en suma, reforzar bases."
12,9,50.94,1,-14.969999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
5,19,51.66,5,-44.33,1,suma,"Bajo desempeño en suma, reforzar bases."
19,19,55.34,4,-18.17,1,suma,"Bajo desempeño en suma, reforzar bases."
8,13,54.1,1,-30.55,1,suma,"Bajo desempeño en suma, reforzar bases."
3,8,25.28,1,-18.64,1,suma,"Bajo desempeño en suma, reforzar bases."
2,13,8.83,5,-19.915,1,suma,"Bajo desempeño en suma, reforzar bases."
16,10,17.57,3,8.215,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
12,0,29.36,5,9.32,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
1,14,25.64,5,-31.82,1,suma,"Bajo desempeño en suma, reforzar bases."
19,19,55.28,2,-18.14,1,suma,"Bajo desempeño en suma, reforzar bases."
10,18,43.75,5,-28.875,1,suma,"Bajo desempeño en suma, reforzar bases."
1,1,39.35,2,-19.175,1,suma,"Bajo desempeño en suma, reforzar bases."
6,4,56.98,1,-22.49,1,suma,"Bajo desempeño en suma, reforzar bases."
5,2,57.83,1,-21.915,1,suma,"Bajo desempeño en suma, reforzar bases."
8,8,48.4,2,-20.2,1,suma,"Bajo desempeño en suma, reforzar bases."
6,9,29.07,4,-16.035,1,suma,"Bajo desempeño en suma, reforzar bases."
9,10,6.63,5,-0.31499999999999995,2,suma,"Bajo desempeño en suma, reforzar bases."
0,15,6.39,5,-25.695,1,suma,"Bajo desempeño en suma, reforzar bases."
8,11,18.06,5,-9.53,1,suma,"Bajo desempeño en suma, reforzar bases."
6,14,49.2,2,-33.6,1,suma,"Bajo desempeño en suma, reforzar bases."
4,9,15.64,2,-13.32,1,suma,"Bajo desempeño en suma, reforzar bases."
0,11,54.24,2,-43.620000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
18,3,59.13,2,1.9349999999999987,3,resta,"Desempeño regular en resta, practicar más."
15,8,23.76,1,6.119999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
8,13,7.01,4,-7.005,1,suma,"Bajo desempeño en suma, reforzar bases."
12,13,33.92,5,-12.46,1,suma,"Bajo desempeño en suma, reforzar bases."
14,0,54.94,1,0.5300000000000011,3,resta,"Desempeño regular en resta, practicar más."
2,3,20.35,4,-10.675,1,suma,"Bajo desempeño en suma, reforzar bases."
4,5,38.85,1,-18.925,1,suma,"Bajo desempeño en suma, reforzar bases."
8,4,35.08,5,-7.539999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
13,3,56.87,5,-6.934999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
1,4,24.34,3,-16.17,1,suma,"Bajo desempeño en suma, reforzar bases."
1,11,49.94,1,-39.47,1,suma,"Bajo desempeño en suma, reforzar bases."
16,6,32.71,5,6.645,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,12,31.38,4,-1.6899999999999995,2,suma,"Bajo desempeño en suma, reforzar bases."
10,9,54.07,3,-20.535,1,suma,"Bajo desempeño en suma, reforzar bases."
12,8,56.01,3,-16.005,1,suma,"Bajo desempeño en suma, reforzar bases."
19,18,58.91,1,-18.455,1,suma,"Bajo desempeño en suma, reforzar bases."
5,12,55.28,1,-35.64,1,suma,"Bajo desempeño en suma, reforzar bases."
2,20,6.92,5,-29.46,1,suma,"Bajo desempeño en suma, reforzar bases."
12,7,35.65,4,-4.324999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
11,2,11.71,2,13.145,5,division,"Excelente desempeño en division, puede avanzar."
20,7,10.31,5,24.345,6,division,"Excelente desempeño en division, puede avanzar."
11,3,22.82,2,6.09,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
15,15,49.81,5,-17.405,1,suma,"Bajo desempeño en suma, reforzar bases."
3,5,5.9,1,-4.45,2,suma,"Bajo desempeño en suma, reforzar bases."
4,1,49.57,1,-18.285,1,suma,"Bajo desempeño en suma, reforzar bases."
19,20,44.09,5,-14.045000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
17,13,37.29,2,-4.145,2,suma,"Bajo desempeño en suma, reforzar bases."
9,15,46.85,3,-27.925,1,suma,"Bajo desempeño en suma, reforzar bases."
14,9,17.86,3,5.57,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
11,6,34.45,4,-4.225000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
20,1,21.85,4,27.575,6,division,"Excelente desempeño en division, puede avanzar."
1,11,19.48,1,-24.240000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
15,4,27.01,3,10.495,5,division,"Excelente desempeño en division, puede avanzar."
13,12,55.8,2,-19.9,1,suma,"Bajo desempeño en suma, reforzar bases."
5,16,42.82,4,-35.41,1,suma,"Bajo desempeño en suma, reforzar bases."
3,3,45.94,5,-21.47,1,suma,"Bajo desempeño en suma, reforzar bases."
19,18,6.22,5,7.890000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,16,10.57,4,2.715,3,resta,"Desempeño regular en resta, practicar más."
13,10,44.78,2,-11.39,1,suma,"Bajo desempeño en suma, reforzar bases."
3,17,8.72,4,-23.86,1,suma,"Bajo desempeño en suma, reforzar bases."
1,6,38.77,5,-26.385,1,suma,"Bajo desempeño en suma, reforzar bases."
10,9,24.84,3,-5.92,1,suma,"Bajo desempeño en suma, reforzar bases."
20,4,53.86,1,7.07,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
10,1,27.54,4,4.73,3,resta,"Desempeño regular en resta, practicar más."
6,11,39.92,4,-24.46,1,suma,"Bajo desempeño en suma, reforzar bases."
9,0,46.05,2,-5.024999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
8,11,15.76,1,-8.379999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
8,15,53.92,1,-33.46,1,suma,"Bajo desempeño en suma, reforzar bases."
18,12,21.8,1,7.1,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
9,10,43.63,4,-18.815,1,suma,"Bajo desempeño en suma, reforzar bases."
2,18,39.36,1,-42.68,1,suma,"Bajo desempeño en suma, reforzar bases."
11,20,24.64,4,-20.32,1,suma,"Bajo desempeño en suma, reforzar bases."
16,15,55.66,1,-18.33,1,suma,"Bajo desempeño en suma, reforzar bases."
8,12,48.63,4,-26.315,1,suma,"Bajo desempeño en suma, reforzar bases."
12,0,9.89,4,19.055,6,division,"Excelente desempeño en division, puede avanzar."
3,19,24.99,5,-34.995,1,suma,"Bajo desempeño en suma, reforzar bases."
6,5,19.6,2,-5.300000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
3,14,50.17,3,-40.085,1,suma,"Bajo desempeño en suma, reforzar bases."
3,2,51.12,5,-22.56,1,suma,"Bajo desempeño en suma, reforzar bases."
4,20,58.75,1,-51.375,1,suma,"Bajo desempeño en suma, reforzar bases."
13,16,18.8,5,-7.4,1,suma,"Bajo desempeño en suma, reforzar bases."
13,14,58.97,2,-24.485,1,suma,"Bajo desempeño en suma, reforzar bases."
9,10,19.38,2,-6.6899999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
6,12,32.77,2,-22.385,1,suma,"Bajo desempeño en suma, reforzar bases."
13,7,42.51,2,-5.754999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
8,18,16.9,5,-19.45,1,suma,"Bajo desempeño en suma, reforzar bases."
8,11,18.59,1,-9.795,1,suma,"Bajo desempeño en suma, reforzar bases."
10,17,48.73,2,-29.865,1,suma,"Bajo desempeño en suma, reforzar bases."
8,8,52.35,5,-22.175,1,suma,"Bajo desempeño en suma, reforzar bases."
15,6,15.44,1,13.280000000000001,5,division,"Excelente desempeño en division, puede avanzar."
5,8,21.3,5,-12.65,1,suma,"Bajo desempeño en suma, reforzar bases."
18,20,5.26,4,3.37,3,resta,"Desempeño regular en resta, practicar más."
0,17,44.54,3,-47.769999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
20,7,32.74,2,13.129999999999999,5,division,"Excelente desempeño en division, puede avanzar."
20,6,13.67,3,24.165,6,division,"Excelente desempeño en division, puede avanzar."
7,20,56.37,4,-44.185,1,suma,"Bajo desempeño en suma, reforzar bases."
9,20,6.94,3,-15.47,1,suma,"Bajo desempeño en suma, reforzar bases."
5,11,52.35,4,-32.675,1,suma,"Bajo desempeño en suma, reforzar bases."
5,9,48.84,2,-27.92,1,suma,"Bajo desempeño en suma, reforzar bases."
11,15,49.86,5,-25.43,1,suma,"Bajo desempeño en suma, reforzar bases."
12,18,15.94,2,-10.969999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
7,9,44.47,1,-21.735,1,suma,"Bajo desempeño en suma, reforzar bases."
8,11,13.32,4,-7.16,1,suma,"Bajo desempeño en suma, reforzar bases."
13,5,6.42,4,15.29,6,division,"Excelente desempeño en division, puede avanzar."
14,3,36.02,2,5.489999999999998,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
3,6,33.77,4,-19.885,1,suma,"Bajo desempeño en suma, reforzar bases."
19,4,49.63,5,7.184999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
2,0,53.85,5,-22.925,1,suma,"Bajo desempeño en suma, reforzar bases."
10,14,59.84,2,-30.92,1,suma,"Bajo desempeño en suma, reforzar bases."
7,20,9.72,4,-20.86,1,suma,"Bajo desempeño en suma, reforzar bases."
5,8,57.85,2,-30.925,1,suma,"Bajo desempeño en suma, reforzar bases."
16,13,41.58,1,-8.29,1,suma,"Bajo desempeño en suma, reforzar bases."
5,4,42.83,5,-17.415,1,suma,"Bajo desempeño en suma, reforzar bases."
5,1,52.31,5,-17.655,1,suma,"Bajo desempeño en suma, reforzar bases."
9,3,35.64,4,-4.32,2,suma,"Bajo desempeño en suma, reforzar bases."
1,19,5.15,4,-29.075,1,suma,"Bajo desempeño en suma, reforzar bases."
11,9,25.48,1,-4.24,2,suma,"Bajo desempeño en suma, reforzar bases."
1,14,24.97,4,-31.485,1,suma,"Bajo desempeño en suma, reforzar bases."
16,13,57.29,1,-16.145,1,suma,"Bajo desempeño en suma, reforzar bases."
8,5,22.98,2,-2.99,2,suma,"Bajo desempeño en suma, reforzar bases."
19,9,37.24,4,5.879999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
12,10,29.07,2,-5.535,1,suma,"Bajo desempeño en suma, reforzar bases."
12,14,10.4,5,-2.2,2,suma,"Bajo desempeño en suma, reforzar bases."
17,3,8.03,3,25.485,6,division,"Excelente desempeño en division, puede avanzar."
12,6,53.86,3,-11.93,1,suma,"Bajo desempeño en suma, reforzar bases."
3,3,59.59,4,-28.295,1,suma,"Bajo desempeño en suma, reforzar bases."
5,16,19.17,2,-23.585,1,suma,"Bajo desempeño en suma, reforzar bases."
0,4,5.95,3,-8.975,1,suma,"Bajo desempeño en suma, reforzar bases."
0,11,53.05,4,-43.025,1,suma,"Bajo desempeño en suma, reforzar bases."
2,18,40.98,1,-43.489999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
19,9,53.79,3,-2.3949999999999996,2,suma,"Bajo desempeño en suma, reforzar bases."
16,15,57.48,5,-19.24,1,suma,"Bajo desempeño en suma, reforzar bases."
13,12,44.7,4,-14.350000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
4,16,38.86,3,-35.43,1,suma,"Bajo desempeño en suma, reforzar bases."
3,7,52.95,5,-30.975,1,suma,"Bajo desempeño en suma, reforzar bases."
0,16,10.32,5,-29.16,1,suma,"Bajo desempeño en suma, reforzar bases."
3,3,45.49,5,-21.245,1,suma,"Bajo desempeño en suma, reforzar bases."
17,5,46.89,3,3.0549999999999997,3,resta,"Desempeño regular en resta, practicar más."
6,15,28.49,5,-24.744999999999997,1,suma,"Bajo desempeño en suma, reforzar bases."
17,9,16.41,3,12.295,5,division,"Excelente desempeño en division, puede avanzar."
4,9,23.34,2,-17.17,1,suma,"Bajo desempeño en suma, reforzar bases."
9,10,40.97,3,-17.485,1,suma,"Bajo desempeño en suma, reforzar bases."
5,2,43.52,3,-14.760000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
0,7,32.68,1,-26.84,1,suma,"Bajo desempeño en suma, reforzar bases."
17,12,16.09,5,7.955,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
9,8,34.67,3,-11.335,1,suma,"Bajo desempeño en suma, reforzar bases."
9,16,33.6,2,-22.8,1,suma,"Bajo desempeño en suma, reforzar bases."
11,2,45.77,1,-3.8850000000000016,2,suma,"Bajo desempeño en suma, reforzar bases."
2,9,23.29,3,-21.145,1,suma,"Bajo desempeño en suma, reforzar bases."
11,5,6.78,3,11.11,5,division,"Excelente desempeño en division, puede avanzar."
2,18,41.25,2,-43.625,1,suma,"Bajo desempeño en suma, reforzar bases."
15,0,9.99,2,25.005,6,division,"Excelente desempeño en division, puede avanzar."
8,20,50.51,3,-39.254999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
12,10,30.63,4,-6.3149999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
17,17,46.31,2,-14.655000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
15,13,59.84,5,-19.42,1,suma,"Bajo desempeño en suma, reforzar bases."
13,9,38.97,4,-6.984999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
17,3,37.94,3,10.530000000000001,5,division,"Excelente desempeño en division, puede avanzar."
5,0,33.27,5,-6.635000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
11,6,40.22,4,-7.109999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
7,14,32.37,1,-23.185,1,suma,"Bajo desempeño en suma, reforzar bases."
17,14,6.78,2,9.61,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
12,3,9.33,1,14.835,5,division,"Excelente desempeño en division, puede avanzar."
2,7,58.35,2,-35.675,1,suma,"Bajo desempeño en suma, reforzar bases."
7,18,53.07,3,-39.535,1,suma,"Bajo desempeño en suma, reforzar bases."
5,1,19.49,1,-1.2449999999999992,2,suma,"Bajo desempeño en suma, reforzar bases."
4,12,19.76,3,-19.880000000000003,1,suma,"Bajo desempeño en suma, reforzar bases."
1,12,18.22,3,-25.11,1,suma,"Bajo desempeño en suma, reforzar bases."
7,1,45.31,2,-10.155000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
20,17,34.6,5,-2.8000000000000007,2,suma,"Bajo desempeño en suma, reforzar bases."
13,10,30.73,3,-4.365,2,suma,"Bajo desempeño en suma, reforzar bases."
20,15,34.72,4,0.14000000000000057,3,resta,"Desempeño regular en resta, practicar más."
12,1,18.3,4,13.35,5,division,"Excelente desempeño en division, puede avanzar."
9,1,27.2,5,2.9000000000000004,3,resta,"Desempeño regular en resta, practicar más."
5,14,33.15,4,-27.575,1,suma,"Bajo desempeño en suma, reforzar bases."
15,12,20.68,2,1.6600000000000001,3,resta,"Desempeño regular en resta, practicar más."
20,9,37.07,2,7.965,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
3,20,49.89,3,-48.945,1,suma,"Bajo desempeño en suma, reforzar bases."
18,12,12.4,4,11.8,5,division,"Excelente desempeño en division, puede avanzar."
11,17,51.82,5,-29.41,1,suma,"Bajo desempeño en suma, reforzar bases."
7,8,13.82,3,-4.91,2,suma,"Bajo desempeño en suma, reforzar bases."
18,15,15.08,2,5.96,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
15,7,17.74,4,10.63,5,division,"Excelente desempeño en division, puede avanzar."
20,19,8.46,3,7.27,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
4,15,43.68,4,-36.34,1,suma,"Bajo desempeño en suma, reforzar bases."
19,18,37.28,1,-7.640000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
1,19,32.53,2,-42.765,1,suma,"Bajo desempeño en suma, reforzar bases."
20,10,15.34,4,17.33,6,division,"Excelente desempeño en division, puede avanzar."
16,15,45.4,3,-13.2,1,suma,"Bajo desempeño en suma, reforzar bases."
1,8,53.55,4,-36.775,1,suma,"Bajo desempeño en suma, reforzar bases."
17,9,43.24,2,-1.120000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
0,4,43.06,3,-27.53,1,suma,"Bajo desempeño en suma, reforzar bases."
7,11,23.78,1,-14.39,1,suma,"Bajo desempeño en suma, reforzar bases."
4,1,42.32,3,-14.66,1,suma,"Bajo desempeño en suma, reforzar bases."
0,6,38.29,3,-28.145,1,suma,"Bajo desempeño en suma, reforzar bases."
15,6,55.03,5,-6.515000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
4,17,43.21,5,-39.105000000000004,1,suma,"Bajo desempeño en suma, reforzar bases."
13,10,21.66,2,0.16999999999999993,3,resta,"Desempeño regular en resta, practicar más."
8,9,37.58,2,-16.29,1,suma,"Bajo desempeño en suma, reforzar bases."
20,15,7.92,3,13.54,5,division,"Excelente desempeño en division, puede avanzar."
18,16,9.7,4,7.15,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
10,2,39.29,3,-2.6449999999999996,2,suma,"Bajo desempeño en suma, reforzar bases."
7,17,5.68,3,-14.34,1,suma,"Bajo desempeño en suma, reforzar bases."
1,3,5.3,5,-5.15,1,suma,"Bajo desempeño en suma, reforzar bases."
1,16,49.01,1,-46.504999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
2,13,10.1,3,-20.55,1,suma,"Bajo desempeño en suma, reforzar bases."
0,9,27.09,3,-27.045,1,suma,"Bajo desempeño en suma, reforzar bases."
14,16,21.36,4,-6.68,1,suma,"Bajo desempeño en suma, reforzar bases."
5,15,17.39,4,-21.195,1,suma,"Bajo desempeño en suma, reforzar bases."
10,6,17.86,4,2.0700000000000003,3,resta,"Desempeño regular en resta, practicar más."
19,18,5.25,1,8.375,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
20,3,41.83,5,14.585,5,division,"Excelente desempeño en division, puede avanzar."
1,9,47.44,3,-35.22,1,suma,"Bajo desempeño en suma, reforzar bases."
2,16,43.34,2,-41.67,1,suma,"Bajo desempeño en suma, reforzar bases."
17,12,28.6,3,1.6999999999999993,3,resta,"Desempeño regular en resta, practicar más."
20,19,9.45,4,6.775,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
0,7,25.12,5,-23.060000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
11,19,24.23,4,-18.615000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
15,9,15.23,5,8.885,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
5,4,9.86,1,-0.9299999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
11,5,16.83,3,6.085000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
19,3,13.07,1,26.965,6,division,"Excelente desempeño en division, puede avanzar."
19,17,46.15,2,-10.575,1,suma,"Bajo desempeño en suma, reforzar bases."
2,0,50.22,1,-21.11,1,suma,"Bajo desempeño en suma, reforzar bases."
17,7,16.09,4,15.455,6,division,"Excelente desempeño en division, puede avanzar."
11,4,27.28,4,2.3599999999999994,3,resta,"Desempeño regular en resta, practicar más."
4,4,14.42,3,-5.21,1,suma,"Bajo desempeño en suma, reforzar bases."
7,5,38.13,1,-12.565000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
19,9,42.22,1,3.3900000000000006,3,resta,"Desempeño regular en resta, practicar más."
18,14,52.23,3,-11.114999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
